timestamp,cav_raw,cav_smooth,state,bio,env,circadian,p_stress
2025-11-07T23:46:21.372693,9349,9321,restorative,0.9915562272071838,1.0,0.7,0.008443745784461498
2025-11-07T23:46:57.442889,9317,9320,restorative,0.9862728714942932,1.0,0.7,0.013727136887609959
2025-11-07T23:47:29.482323,9336,9323,restorative,0.9894265532493591,1.0,0.7,0.010573417879641056
