episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,37,0,0.017492692840660063,347,1.0743193626403809,False
1,39,0,0.016692226793035853,240,0.041937828063964844,False
2,35,0,0.020153082207306966,329,0.7073471546173096,False
3,39,0,0.023154302575236912,268,0.355804443359375,False
4,48,0,0.024989596800389736,517,2.172210216522217,False
5,37,0,0.02219904419897379,323,0.5948164463043213,False
6,36,0,0.019986739143035306,479,2.0982959270477295,False
7,37,0,0.01817521995477947,437,2.029601573944092,False
8,44,0,0.01841663849797649,351,1.1124162673950195,False
9,40,0,0.01858760899014496,301,0.7448508739471436,False
10,36,0,0.0251933324804386,689,4.888226270675659,False
11,39,0,0.017430660450188616,288,0.5338749885559082,False
12,42,0,0.016593131142042077,258,0.1577472686767578,False
13,42,0,0.015338945108237426,273,0.30324864387512207,False
14,40,0,0.021978108032118755,413,1.7403583526611328,False
15,39,0,0.013992934114411236,232,0.035286903381347656,False
16,37,0,0.017149237079754864,303,0.60211181640625,False
17,41,0,0.029434036432348445,355,1.1543750762939453,False
18,42,0,0.018378196499719418,320,0.7413225173950195,False
19,48,0,0.024222131710897855,267,0.2727363109588623,False
20,40,0,0.021781616560251498,337,0.8245410919189453,False
21,38,0,0.018421941033709956,297,0.5156519412994385,False
22,37,0,0.02250480527016759,357,0.9188230037689209,False
23,36,0,0.018482963886882656,291,0.4349710941314697,False
24,38,0,0.022166736637529928,314,0.6010944843292236,False
25,37,0,0.029547024179958643,324,0.6875660419464111,False
26,42,0,0.01755848139041511,265,0.20647573471069336,False
27,48,0,0.024743934586376807,323,0.8133857250213623,False
28,39,0,0.018806034090713457,297,0.43471503257751465,False
29,42,0,0.0192115219306458,374,1.1663203239440918,False
