episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,40,0,0.018325062201404976,269,0.38954806327819824,False
1,41,0,0.0277885514643217,264,0.21930956840515137,False
2,36,0,0.01702764602729595,258,0.2845804691314697,False
3,42,0,0.03170140035615931,321,0.6544969081878662,False
4,42,0,0.020035052231653788,427,1.692563772201538,False
5,38,0,0.027448877620276875,383,1.2704946994781494,False
6,44,0,0.015447827050143031,235,0.03614020347595215,False
7,43,0,0.028338051421605885,332,0.8926527500152588,False
8,41,0,0.019418126319735513,375,1.304762840270996,False
9,36,0,0.018693273498499367,344,1.1840639114379883,False
10,44,0,0.016950589994435692,281,0.44365954399108887,False
11,42,0,0.029049634496948907,374,1.355391263961792,False
12,39,0,0.01710021023501905,284,0.33306145668029785,False
13,47,0,0.02540235064619239,397,1.344313383102417,False
14,41,0,0.01825834753797346,209,0.03106856346130371,False
15,42,0,0.022078772529039666,433,2.3248307704925537,False
16,43,0,0.018561285085182698,382,1.6821892261505127,False
17,44,0,0.02218950674106488,245,0.10785675048828125,False
18,43,0,0.022714378690054993,277,0.40923047065734863,False
19,36,0,0.01842719355193507,301,0.788093090057373,False
20,43,0,0.030452274386259345,499,2.879763603210449,False
21,40,0,0.017756421901000814,243,0.07633757591247559,False
22,44,0,0.020127423682846028,322,0.9329605102539062,False
23,46,0,0.022712212411774745,430,2.0230679512023926,False
24,37,0,0.02211214977343556,271,0.3469069004058838,False
25,42,0,0.016035810338217257,252,0.18673396110534668,False
26,43,0,0.021656617772304553,287,0.39284420013427734,False
27,40,0,0.026292040267338928,326,0.8516502380371094,False
28,45,0,0.021597775256463305,258,0.22066879272460938,False
29,38,0,0.024289265540162856,325,0.9423248767852783,False
