episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,42,0,0.019139993317928754,358,0.025156021118164062,False
1,39,0,0.01679869224345943,335,0.023936986923217773,False
2,38,0,0.022296842173360944,346,0.024856090545654297,False
3,40,0,0.012867614982702271,246,0.018680572509765625,False
4,38,0,0.01664239036462585,290,0.02179884910583496,False
5,44,0,0.017921563649033717,352,0.024116039276123047,False
6,41,0,0.018646070394035482,431,0.029732465744018555,False
7,43,0,0.027942427485936575,261,0.018774747848510742,False
8,38,0,0.030489608909328232,480,0.03562808036804199,False
9,38,0,0.0165888225856162,352,0.025733232498168945,False
10,39,0,0.029926774311978356,433,0.031287431716918945,False
11,37,0,0.019446099890016656,432,0.03084254264831543,False
12,37,0,0.014402399646391366,264,0.01823711395263672,False
13,36,0,0.019512567359396774,480,0.032745361328125,False
14,39,0,0.02086240553940218,268,0.01913762092590332,False
15,41,0,0.01968772940521876,467,0.031909942626953125,False
16,44,0,0.018859798198163524,266,0.019681215286254883,False
17,37,0,0.016676429780115454,526,0.038663387298583984,False
18,36,0,0.017688563393116807,293,0.02083134651184082,False
19,39,0,0.02969552956967155,344,0.02506852149963379,False
20,32,0,0.014260930158673017,224,0.01615452766418457,False
21,39,0,0.023664774729649056,298,0.020592689514160156,False
22,41,0,0.017101443549074984,378,0.027370452880859375,False
23,40,0,0.019522657304706877,539,0.03954648971557617,False
24,36,0,0.024928060868841008,363,0.027105331420898438,False
25,41,0,0.017482861935809738,288,0.021138906478881836,False
26,40,0,0.01729997876329835,422,0.03027033805847168,False
27,39,0,0.01958583651807883,333,0.02280902862548828,False
28,41,0,0.01339500524769496,232,0.01634693145751953,False
29,37,0,0.014271761035874268,309,0.021881580352783203,False
