episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,41,0,0.020444105276186123,409,0.034061431884765625,False
1,42,0,0.02396246993313933,388,0.03105926513671875,False
2,51,0,0.035034493586714184,265,0.020992517471313477,False
3,37,0,0.01775744394230355,255,0.020059823989868164,False
4,41,0,0.01979920641379382,369,0.02765059471130371,False
5,41,0,0.019626854609796456,378,0.028080224990844727,False
6,45,0,0.018120712677968717,260,0.020549297332763672,False
7,43,0,0.021790880348169787,366,0.02749156951904297,False
8,41,0,0.026495969559752926,268,0.021836519241333008,False
9,46,0,0.012964956878087299,191,0.01605510711669922,False
10,40,0,0.01581420537913444,241,0.018106937408447266,False
11,38,0,0.023178528771779405,307,0.02406167984008789,False
12,42,0,0.01843999909449815,242,0.018051862716674805,False
13,44,0,0.02632006904372318,284,0.021567106246948242,False
14,35,0,0.011874457831431614,192,0.01457524299621582,False
15,38,0,0.015830754280040164,250,0.019638538360595703,False
16,41,0,0.026002421706039995,339,0.02825021743774414,False
17,41,0,0.018452354856422572,268,0.01994943618774414,False
18,34,0,0.017909073506615837,387,0.02908182144165039,False
19,36,0,0.02292582463540795,323,0.026064157485961914,False
20,45,0,0.021512770480451318,424,0.03441572189331055,False
21,51,0,0.021344790407301837,341,0.025573253631591797,False
22,47,0,0.01898337919248415,271,0.01970529556274414,False
23,37,0,0.024511861391471768,442,0.03550887107849121,False
24,42,0,0.02210756097984625,314,0.024137496948242188,False
25,45,0,0.028527234546682642,306,0.026979684829711914,False
26,40,0,0.018882674784904848,337,0.025674819946289062,False
27,39,0,0.019909882866374025,298,0.022064208984375,False
28,42,0,0.027333761943244966,277,0.0219576358795166,False
29,43,0,0.024242592885292,297,0.02235126495361328,False
