episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,43,0,0.024870210535038788,391,1.642085075378418,False
1,42,0,0.02408092823332391,316,0.6671373844146729,False
2,40,0,0.03150381479523934,338,0.8917555809020996,False
3,40,0,0.026818610149674686,312,0.6299118995666504,False
4,42,0,0.01251058220086606,219,0.03036212921142578,False
5,48,0,0.013755499393837009,218,0.030760765075683594,False
6,37,0,0.02089841992398045,381,1.4427947998046875,False
7,42,0,0.017476250387794632,383,1.5415053367614746,False
8,41,0,0.01749884516834041,393,1.6882236003875732,False
9,41,0,0.014035750811858797,250,0.1879279613494873,False
10,40,0,0.016875578592626374,278,0.5086789131164551,False
11,40,0,0.016178849963372273,334,0.9800093173980713,False
12,44,0,0.016906801094834896,267,0.28185009956359863,False
13,33,0,0.023642469767168682,290,0.6155762672424316,False
14,47,0,0.030764899488851978,317,0.7262394428253174,False
15,43,0,0.01895853531800979,353,1.289703607559204,False
16,33,0,0.01377712631958029,267,0.33396053314208984,False
17,35,0,0.01684290618744585,332,0.8807418346405029,False
18,39,0,0.018796161307591708,273,0.3868131637573242,False
19,37,0,0.02023860845046993,583,3.466759443283081,False
20,38,0,0.02126522985771105,280,0.4394698143005371,False
21,40,0,0.025321164562990557,300,0.5723381042480469,False
22,42,0,0.018132452023204414,240,0.038739681243896484,False
23,34,0,0.016255223794816993,398,1.5747978687286377,False
24,45,0,0.021332065329602877,338,0.9443769454956055,False
25,39,0,0.01735571357618792,281,0.47456884384155273,False
26,45,0,0.019670509937944662,339,0.9549849033355713,False
27,40,0,0.012574430064771883,213,0.030333995819091797,False
28,39,0,0.03132641669499677,427,1.930889368057251,False
29,39,0,0.014421613310321511,253,0.11270523071289062,False
