episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,41,0,0.021365089305262534,281,0.019208192825317383,False
1,33,0,0.016628917930886732,295,0.020851850509643555,False
2,36,0,0.026487907221683885,371,0.02882838249206543,False
3,42,0,0.025063692799204958,261,0.01862049102783203,False
4,39,0,0.023971538240139888,245,0.017138004302978516,False
5,38,0,0.017685490791883973,451,0.032784461975097656,False
6,41,0,0.014754418415534808,249,0.01909613609313965,False
7,37,0,0.015661616133392158,261,0.018245697021484375,False
8,35,0,0.02473381857972574,516,0.03791689872741699,False
9,42,0,0.031436758944843615,389,0.02764272689819336,False
10,41,0,0.019668513292494878,279,0.020166397094726562,False
11,42,0,0.027482960267395683,442,0.030898571014404297,False
12,43,0,0.023766469054473074,362,0.02524089813232422,False
13,37,0,0.02001200967882405,273,0.020545244216918945,False
14,40,0,0.01716866896921471,297,0.05306744575500488,False
15,38,0,0.017927809139905104,232,0.016819000244140625,False
16,32,0,0.020495436834058422,297,0.021590709686279297,False
17,41,0,0.03139524779924101,449,0.03269600868225098,False
18,39,0,0.02381131868513673,237,0.01623225212097168,False
19,41,0,0.023368935077274677,257,0.018727540969848633,False
20,39,0,0.018132380661518087,356,0.02634263038635254,False
21,45,0,0.024605308710577516,344,0.024785757064819336,False
22,40,0,0.019099662496235684,318,0.02473902702331543,False
23,37,0,0.0177290277134962,249,0.01708197593688965,False
24,35,0,0.023684739850064265,367,0.026456356048583984,False
25,47,0,0.02835248242260184,267,0.020290374755859375,False
26,46,0,0.01933872921337509,377,0.03348946571350098,False
27,38,0,0.01834278735164977,256,0.019768714904785156,False
28,37,0,0.02624999525325249,309,0.025472640991210938,False
29,49,0,0.024485507875908093,255,0.01673436164855957,False
