episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,47,0,0.01694273696916219,289,0.4951052665710449,False
1,40,0,0.027348835854831104,270,0.28618860244750977,False
2,38,0,0.016138568243171815,244,0.10559511184692383,False
3,39,0,0.02179883367052761,418,2.042999029159546,False
4,41,0,0.020249719987595744,278,0.5291130542755127,False
5,39,0,0.015853913465747493,261,0.22762370109558105,False
6,33,0,0.01590833015452546,396,2.0176045894622803,False
7,40,0,0.022195193340354136,296,0.7000617980957031,False
8,41,0,0.020727954225947358,564,3.783726930618286,False
9,47,0,0.023596405802928357,256,0.27683424949645996,False
10,44,0,0.023242549824544736,399,2.1167805194854736,False
11,47,0,0.01909876778031113,381,1.4123167991638184,False
12,40,0,0.01650313710761377,291,0.495333194732666,False
13,36,0,0.018875447475652403,431,1.9166715145111084,False
14,38,0,0.016434022434225638,339,1.1790709495544434,False
15,47,0,0.01436432321710204,224,0.03435516357421875,False
16,40,0,0.016470678313074312,297,0.7281522750854492,False
17,39,0,0.022327509239639352,308,0.6929409503936768,False
18,42,0,0.013507579174509642,253,0.1418764591217041,False
19,39,0,0.017162932058539426,336,0.8242943286895752,False
20,48,0,0.0325226792931369,338,1.0001184940338135,False
21,41,0,0.023259879868302042,339,1.1453449726104736,False
22,43,0,0.024707926404216124,310,0.6965470314025879,False
23,41,0,0.015838784268714285,298,0.696815013885498,False
24,43,0,0.019533881912844327,257,0.1824038028717041,False
25,41,0,0.01332231097535173,246,0.07713603973388672,False
26,39,0,0.013216346283980544,222,0.035806894302368164,False
27,43,0,0.018649736215574687,384,1.67756986618042,False
28,38,0,0.013630531618260344,250,0.0925302505493164,False
29,45,0,0.021054423233271502,343,1.024193286895752,False
