episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,40,0,0.026276992183406095,368,1.3122174739837646,False
1,43,0,0.022239397947970217,297,0.6286463737487793,False
2,40,0,0.018854344577191873,276,0.48766088485717773,False
3,42,0,0.025971531536261232,320,0.8037054538726807,False
4,44,0,0.021530962959087997,340,0.9446907043457031,False
5,40,0,0.028326833081588405,437,2.0461292266845703,False
6,40,0,0.016149325063690996,270,0.5301430225372314,False
7,46,0,0.01697092184024182,211,0.032689809799194336,False
8,47,0,0.031595129321690736,301,0.6727864742279053,False
9,36,0,0.018788470910993338,327,1.0437114238739014,False
10,37,0,0.020372901439180666,311,0.6732842922210693,False
11,43,0,0.024801176118427404,256,0.1446077823638916,False
12,45,0,0.019583007389970864,338,0.6952919960021973,False
13,36,0,0.020350232395607695,359,0.8450686931610107,False
14,43,0,0.027641138062672405,346,0.7696850299835205,False
15,38,0,0.02108128913883421,380,0.9764981269836426,False
16,37,0,0.020452530505871824,272,0.2820289134979248,False
17,46,0,0.01925788608784341,260,0.18385791778564453,False
18,39,0,0.03333066919766004,386,0.9810106754302979,False
19,44,0,0.027207794715591562,281,0.2613198757171631,False
20,38,0,0.018014491318531823,246,0.11202430725097656,False
21,39,0,0.02091418227537674,513,1.9070019721984863,False
22,38,0,0.01958464242301317,258,0.1685788631439209,False
23,39,0,0.022460223388450287,302,0.4407236576080322,False
24,42,0,0.02325047308336598,206,0.03432059288024902,False
25,48,0,0.030026744437701786,397,1.223658561706543,False
26,37,0,0.014264622557926768,235,0.03507876396179199,False
27,38,0,0.022258757076381898,386,0.9532098770141602,False
28,40,0,0.019445017722252395,396,1.1421234607696533,False
29,35,0,0.020497028178940266,366,0.9019808769226074,False
