episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,39,0,0.01970808440003912,296,0.6675069332122803,False
1,40,0,0.01739105340886929,443,1.9421751499176025,False
2,44,0,0.016768045071920663,283,0.5410366058349609,False
3,41,0,0.02273398159297184,317,0.8864483833312988,False
4,40,0,0.019456674159431343,371,1.3364241123199463,False
5,44,0,0.0148366020364964,206,0.03156137466430664,False
6,45,0,0.01784786896498107,374,1.3892786502838135,False
7,42,0,0.016679453062316017,321,1.0071890354156494,False
8,37,0,0.015531820448588017,306,0.7028810977935791,False
9,47,0,0.026919028830499514,310,0.7368013858795166,False
10,43,0,0.01442209258636136,261,0.2182765007019043,False
11,44,0,0.01801441993921904,300,0.6722507476806641,False
12,38,0,0.014528979525295244,275,0.40964651107788086,False
13,40,0,0.025922323462341912,318,0.7400562763214111,False
14,37,0,0.015462666468829909,290,0.44892001152038574,False
15,48,0,0.014143327888905387,229,0.03571796417236328,False
16,36,0,0.01568740288316062,343,1.0170748233795166,False
17,44,0,0.018187619775959035,295,0.6077771186828613,False
18,39,0,0.030217868783228262,350,1.2056119441986084,False
19,38,0,0.022021038220781892,398,1.445004940032959,False
20,34,0,0.02417062468929334,336,0.838367223739624,False
21,38,0,0.014756081073333928,270,0.33963966369628906,False
22,40,0,0.0173001120888183,329,0.7720913887023926,False
23,39,0,0.028750128318305694,379,1.3891074657440186,False
24,36,0,0.012297955354452616,237,0.03639698028564453,False
25,40,0,0.01676893441939939,483,2.1494884490966797,False
26,39,0,0.014815267207185198,268,0.3153190612792969,False
27,37,0,0.02167636340166898,331,0.9681825637817383,False
28,45,0,0.03014389733139366,358,1.1288695335388184,False
29,41,0,0.016045236444822294,300,0.5124466419219971,False
