episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,38,0,0.022279062734985006,278,0.3601491451263428,False
1,36,0,0.019646491625683046,284,0.5133094787597656,False
2,39,0,0.017156057970903003,405,2.065091848373413,False
3,37,0,0.019365115501859702,447,2.27288556098938,False
4,41,0,0.020633549835531263,355,1.0068411827087402,False
5,37,0,0.016031419542018182,272,0.36801648139953613,False
6,42,0,0.030402896192285263,342,1.1338846683502197,False
7,47,0,0.03072571222366067,485,2.6439175605773926,False
8,36,0,0.023094994894644783,254,0.2352917194366455,False
9,41,0,0.028022156612610642,287,0.520362138748169,False
10,37,0,0.011635043902035456,243,0.09105825424194336,False
11,43,0,0.024911489426038935,347,1.2768728733062744,False
12,43,0,0.022921034927160758,327,0.8506159782409668,False
13,41,0,0.020363776428513163,466,2.0384633541107178,False
14,38,0,0.019824543871526414,415,1.598506212234497,False
15,37,0,0.019830099221081574,305,0.6860661506652832,False
16,37,0,0.01882002842051579,309,0.7107303142547607,False
17,37,0,0.01984571590239014,386,1.4262230396270752,False
18,40,0,0.028996288249217815,334,0.8955283164978027,False
19,46,0,0.016485087079609963,290,0.5135002136230469,False
20,37,0,0.01675613155422372,240,0.04246163368225098,False
21,43,0,0.02739608553645091,324,0.7112977504730225,False
22,40,0,0.015727987232300372,267,0.24972319602966309,False
23,36,0,0.02322134775052763,332,0.8907184600830078,False
24,43,0,0.016862021352893303,246,0.07206845283508301,False
25,41,0,0.01927565373253805,307,0.550429105758667,False
26,40,0,0.02629951276254767,328,0.7836520671844482,False
27,40,0,0.017913068681986923,325,0.6562576293945312,False
28,42,0,0.022869729049094234,359,1.0322136878967285,False
29,31,0,0.027118497430255222,420,1.347407341003418,False
