episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,0,0,0.004762158870884508,1000,7.4664528369903564,False
1,0,0,0.006171714869561801,1000,7.874019145965576,False
2,0,0,0.011081440154120341,1000,6.396646022796631,False
3,0,0,0.007022967265402164,1000,5.475588083267212,False
4,0,0,0.014098544089414957,1000,5.8607213497161865,False
5,0,0,0.007235302408869453,1000,6.040698289871216,False
6,0,0,0.011015175743634762,1000,6.520326137542725,False
7,0,0,0.00803497506806639,1000,7.897250175476074,False
8,0,0,0.010616418516783447,1000,8.091122150421143,False
9,0,0,0.009328305880737324,1000,7.733675479888916,False
