episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,37,0,0.016465773459906692,280,0.02212977409362793,False
1,48,0,0.016674303691612605,263,0.0215456485748291,False
2,38,0,0.01166667306056556,201,0.018060922622680664,False
3,44,0,0.017584790325727816,247,0.018336772918701172,False
4,43,0,0.01883922267390201,328,0.02751779556274414,False
5,39,0,0.017857744346107294,255,0.019565582275390625,False
6,38,0,0.017475644455008748,310,0.02574944496154785,False
7,38,0,0.023284544016268487,311,0.024199724197387695,False
8,36,0,0.029033265454721197,345,0.026829242706298828,False
9,36,0,0.024820888332516944,326,0.024703025817871094,False
10,35,0,0.016495614636434962,302,0.023946762084960938,False
11,36,0,0.017589366234062816,351,0.029049396514892578,False
12,40,0,0.021999430321640888,307,0.02656269073486328,False
13,42,0,0.02670879887940799,334,0.02960944175720215,False
14,38,0,0.01896922473452479,343,0.02800130844116211,False
15,41,0,0.019612737067149517,272,0.022464752197265625,False
16,42,0,0.024151468780332596,291,0.023587703704833984,False
17,42,0,0.020239949161503158,254,0.021223068237304688,False
18,44,0,0.02054966263357215,381,0.03493857383728027,False
19,37,0,0.019801805338426747,275,0.02159571647644043,False
20,42,0,0.016485188145335634,229,0.01868581771850586,False
21,45,0,0.01716233234024242,256,0.020478487014770508,False
22,46,0,0.021614517796197535,312,0.024834871292114258,False
23,46,0,0.018712878655076322,274,0.021741628646850586,False
24,37,0,0.019195507630063155,417,0.02962207794189453,False
25,37,0,0.024419476618562093,337,0.023902416229248047,False
26,41,0,0.02265715599559657,270,0.02121734619140625,False
27,37,0,0.020304150733016176,287,0.021059751510620117,False
28,38,0,0.01793878232222344,293,0.022546768188476562,False
29,39,0,0.01958300563855218,494,0.03480696678161621,False
