episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,44,0,0.021459260575872142,272,0.40537405014038086,False
1,39,0,0.027252258221395164,306,0.7058062553405762,False
2,34,0,0.02183367705587124,320,0.7450776100158691,False
3,36,0,0.016147948876832657,568,3.163585662841797,False
4,42,0,0.021698515354683253,361,1.1419413089752197,False
5,48,0,0.02060059870375158,349,1.0510032176971436,False
6,43,0,0.019193273121557775,311,0.9563004970550537,False
7,45,0,0.01850966996603226,271,0.40302419662475586,False
8,35,0,0.019206345763321277,320,0.8917844295501709,False
9,40,0,0.019805437732463013,310,0.9304907321929932,False
10,32,0,0.024122266188961426,440,1.7960960865020752,False
11,40,0,0.017228067472652143,341,0.9739432334899902,False
12,38,0,0.01786506157696843,379,1.4727144241333008,False
13,37,0,0.029531462416696394,376,1.2155468463897705,False
14,42,0,0.02717208697254852,333,0.8956122398376465,False
15,42,0,0.014948007161808068,218,0.033341169357299805,False
16,45,0,0.016789411931031076,286,0.541071891784668,False
17,42,0,0.01756448117003074,270,0.32070183753967285,False
18,40,0,0.0170410259575425,288,0.41179418563842773,False
19,38,0,0.024079292765827646,271,0.3077857494354248,False
20,45,0,0.01906055446756609,290,0.4545731544494629,False
21,39,0,0.02375355079632123,394,1.3558804988861084,False
22,40,0,0.016358833886606975,335,0.8377268314361572,False
23,36,0,0.02309595395088595,375,1.0065207481384277,False
24,34,0,0.017344635997541567,366,1.1387701034545898,False
25,35,0,0.01919883240527891,416,1.5940184593200684,False
26,42,0,0.03005078573995307,334,0.9670379161834717,False
27,46,0,0.03169765828775223,487,1.9756464958190918,False
28,50,0,0.02061227182930709,264,0.20680904388427734,False
29,43,0,0.023123413274560106,325,0.784623384475708,False
