episode_id,interventions,freeze_events,stability_score,episode_length,episode_time,success
0,26,0,0.02003274378639402,348,1.0387935638427734,False
1,28,0,0.013018033747015833,193,0.014848947525024414,False
2,26,0,0.01939276121782235,230,0.01854228973388672,False
3,23,0,0.022194806828606355,301,0.66267991065979,False
4,23,0,0.02320596474520531,323,0.965369462966919,False
5,22,0,0.016338324712485128,363,1.25787353515625,False
6,22,0,0.018234496031598983,365,1.2692224979400635,False
7,24,0,0.017709401404147482,314,0.638291597366333,False
8,23,0,0.02143636486692718,324,1.005995750427246,False
9,21,0,0.024448980591486598,405,1.6067407131195068,False
10,23,0,0.01222811856480514,212,0.016913175582885742,False
11,26,0,0.025535912395888864,339,1.0324764251708984,False
12,25,0,0.020660138903855003,378,1.2799949645996094,False
13,26,0,0.02866728899004322,332,0.8384373188018799,False
14,26,0,0.016829772295384158,303,0.6581470966339111,False
15,22,0,0.016814301762900698,240,0.026210784912109375,False
16,18,0,0.01659241341461423,434,1.9601049423217773,False
17,25,0,0.02299762408068313,324,0.9609346389770508,False
18,31,0,0.016980104472171645,282,0.44890475273132324,False
19,28,0,0.025946812073207762,267,0.3437821865081787,False
